Q1,Q4_1,Q4_2,Q4_3,Q4_4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15
1,7.185,40.505,43.342,16,6,6,6,7,6,7,7,6,7,6,5,6,7,6,7
1,7.899,85.149,87.367,22,5,2,2,1,2,6,6,3,5,6,4,3,2,5,7
1,6.899,41.622,41.674,52,4,6,2,1,1,5,2,5,6,4,2,2,6,4,7
1,1.665,19.792,20.742,15,5,4,4,4,5,5,5,6,4,6,4,5,7,5,7
1,5.967,47.453,50.446,16,5,4,5,5,5,4,6,5,4,6,5,5,6,6,7
1,10.365,27.024,28.458,17,5,7,7,5,7,7,6,6,6,6,6,7,6,6,7
,29.63,76.022,76.722,15,5,6,5,5,5,5,5,5,5,6,4,5,6,5,7
1,10.291,55.102,56.629,16,6,7,7,6,6,7,6,5,6,6,6,6,6,6,7
1,5.169,52.659,53.804,15,6,5,5,4,5,5,5,5,5,5,5,5,5,5,7
1,9.217,60.034,60.391,23,7,6,7,7,7,6,6,5,6,7,6,6,6,7,7
1,24.869,102.542,103.808,35,6,5,2,7,5,7,7,5,6,7,5,4,5,5,7
1,4.661,36.937,37.893,15,6,6,6,6,4,6,6,5,7,6,6,6,6,6,7
1,8.093,51.353,52.129,19,4,5,5,6,5,5,3,4,3,6,3,6,4,4,7
1,7.246,47.185,48.274,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,4.143,19.089,22.886,17,3,4,5,4,3,4,4,5,7,4,3,5,5,4,7
1,6.514,27.314,28.146,19,6,5,5,6,6,5,6,6,6,7,5,6,6,6,7
1,3.133,49.39,50.274,16,2,1,1,3,2,7,1,6,2,3,1,5,1,1,7
1,12.54,83.203,84.098,16,6,5,6,7,3,6,5,5,5,7,5,4,7,6,7
1,2.583,50.104,50.726,81,7,6,5,7,3,4,7,4,4,7,7,4,7,5,7
1,8.725,46.003,47.052,17,6,6,6,5,5,6,6,5,6,6,6,5,6,6,7
1,4.549,52.484,54.202,16,5,5,6,5,4,6,4,5,5,6,6,6,6,6,7
1,2.589,45.5,48.712,15,7,6,6,5,7,7,6,7,6,5,5,6,7,7,7
1,2.818,18.79,19.192,15,6,6,6,5,6,5,6,4,5,3,5,5,5,6,7
1,5.907,56.131,57.9,15,5,4,5,4,3,5,5,5,5,5,4,5,5,5,7
1,4.415,55.054,55.443,21,5,5,3,4,3,5,5,2,4,4,4,2,3,6,7
1,3.769,117.783,118.529,16,6,6,3,5,3,6,6,7,5,5,5,6,6,5,7
1,2.906,22.717,24.674,16,5,6,6,7,6,7,6,7,6,5,5,4,7,6,7
1,2.217,40.089,41.354,46,5,2,3,3,2,2,5,1,3,5,4,4,4,3,7
1,1.607,60.479,61.093,34,6,5,5,6,6,6,6,5,5,6,4,5,6,6,7
1,8.056,51.435,52.461,17,6,6,6,6,5,5,5,6,5,6,5,6,6,6,7
1,16.266,44.874,45.916,16,5,5,5,6,5,6,5,5,6,7,6,6,6,6,7
1,13.227,21.519,25.396,16,6,4,5,5,5,6,4,5,5,5,5,6,4,4,7
1,23.962,112.374,113.617,31,5,5,6,3,5,4,5,3,5,4,5,4,4,3,5
1,24.8,93.066,93.831,16,5,4,5,6,4,5,6,4,5,4,6,5,6,5,4
1,2.957,24.783,25.441,18,7,5,7,6,6,6,6,6,6,5,6,6,5,6,7
1,3.197,28.57,29.845,16,6,6,6,4,6,6,6,6,6,6,6,6,6,6,7
1,5.58,44.6,47.195,17,7,3,5,2,2,4,6,6,5,5,2,1,1,5,7
1,11.809,256.919,257.936,23,5,2,4,2,3,3,4,4,4,3,2,1,2,5,7
1,4.91,24.235,24.706,15,6,7,5,7,6,6,6,5,7,6,6,5,6,6,7
1,11.023,53.372,55.032,15,4,1,2,1,2,2,4,2,1,6,3,5,1,2,7
1,1.957,31.477,32.171,17,5,6,4,5,5,5,6,4,5,5,5,5,6,5,7
1,1.19,20.983,21.48,17,6,5,5,6,5,5,5,5,6,6,6,6,6,5,7
1,13.106,88.014,89.064,15,6,5,6,6,4,6,5,6,6,6,6,7,6,5,7
1,3.963,15.501,16.846,15,6,5,4,6,5,5,6,4,6,5,6,5,7,5,7
1,17.829,33.275,33.906,17,4,5,5,4,4,4,4,5,5,4,4,5,3,3,7
1,5.452,60.748,61.63,18,5,6,5,6,5,6,5,6,6,6,5,5,6,5,7
1,6.381,19.461,21.563,15,5,6,6,7,4,5,5,6,7,5,5,4,6,6,7
1,1.717,8.052,8.672,19,6,5,5,5,5,6,5,5,6,5,5,6,5,6,7
1,2.359,62.09,62.794,24,6,5,6,6,5,6,6,5,7,6,5,6,5,6,7
1,15.072,70.7,72.546,18,7,7,6,7,7,7,7,6,7,6,7,7,7,6,7
1,7.57,41.257,42.196,17,6,6,6,7,6,7,6,6,6,5,7,6,6,6,7
1,3.439,35.381,36.452,15,7,6,6,7,5,6,6,5,7,5,5,6,5,7,7
1,7.036,91.164,91.842,49,6,6,6,7,6,6,6,6,6,6,5,7,5,6,7
1,16.907,67.865,68.495,19,7,5,5,5,6,7,7,5,5,7,6,7,5,7,7
1,91.445,119.261,119.901,17,6,7,5,7,6,6,6,6,7,6,5,6,6,6,7
1,8.125,49.273,50.181,15,5,6,6,6,4,6,5,7,6,5,5,6,7,6,7
1,10.643,65.561,67.77,15,7,5,6,7,6,7,5,7,6,6,3,7,7,6,7
1,0.701,41.651,42.633,21,6,6,6,6,5,6,6,6,6,6,6,6,6,6,7
1,2.365,69.511,70.55,17,7,6,5,7,5,5,6,7,6,7,7,6,7,6,7
1,2.833,21.491,22.971,19,5,5,5,5,5,5,5,5,5,5,5,5,6,5,7
1,2.193,23.042,23.974,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,5.825,49.444,50.284,19,7,6,6,6,5,5,4,6,4,4,4,5,4,5,7
1,3.305,40.695,41.294,17,6,5,5,5,3,5,6,6,5,4,5,6,6,6,7
1,2.829,26.407,27.214,16,7,6,4,4,7,6,7,6,7,4,6,5,6,6,7
1,4.566,52.815,53.29,47,6,4,5,5,5,7,7,5,7,5,5,6,6,7,7
1,11.912,114.553,115.445,17,6,7,6,6,6,7,7,5,6,5,6,7,6,6,7
1,5.174,38.477,39.075,20,5,4,4,5,5,4,5,5,4,5,4,6,2,5,7
1,2.163,21.813,22.588,15,7,6,4,4,7,7,7,5,7,4,6,5,6,6,7
1,3.572,51.351,52.724,28,5,7,5,7,3,5,5,6,6,7,3,2,7,2,7
1,34.729,99.753,100.35,17,5,5,6,6,5,6,5,4,5,5,4,4,6,4,7
1,3.411,34.139,35.358,17,7,5,6,6,7,7,7,7,7,5,7,7,6,7,7
1,3.124,15.854,16.664,15,4,5,5,2,5,5,4,5,5,2,4,4,5,3,7
1,5.495,42.557,43.593,17,6,7,6,7,6,7,7,6,6,6,6,5,6,6,7
1,8.155,72.585,75.523,16,6,2,4,7,2,5,4,2,3,7,6,6,6,5,7
1,3.406,17.598,18.907,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,6.758,46.175,47.442,19,7,7,5,6,5,5,7,6,6,7,7,7,5,7,7
1,8.219,35.018,35.955,15,5,5,5,5,5,5,5,5,5,6,5,6,5,5,7
1,6.085,39.46,39.984,15,7,7,6,7,6,7,6,6,7,7,5,7,7,7,7
1,7.088,58.115,59.929,15,6,6,6,5,6,6,6,5,3,6,6,6,5,6,7
1,3.885,22.845,27.984,14,5,5,4,5,5,5,6,3,5,5,5,4,5,6,7
1,6.556,49.374,50.2,17,6,7,6,6,5,7,7,5,7,6,6,6,7,6,7
1,11.374,54.878,55.944,15,6,4,6,5,5,5,5,5,6,6,4,6,7,4,7
1,8.426,50.36,50.935,16,7,7,7,7,6,7,7,6,7,6,7,6,7,6,7
1,2.056,81.505,86.899,15,6,5,6,7,6,5,7,6,6,6,6,5,5,7,7
1,3.174,35.629,36.256,21,7,6,5,6,6,7,6,7,7,5,4,7,4,6,7
1,7.067,49.02,50.158,15,5,6,6,5,2,7,3,6,6,3,5,5,6,4,7
1,1.099,17.366,18.097,24,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7
1,4.739,39.345,40.562,17,7,4,6,5,6,5,6,4,6,5,4,6,5,5,7
1,3.877,42.046,43.982,15,7,7,7,6,7,6,6,6,6,7,7,6,6,7,7
1,3.377,36.963,37.629,15,6,5,6,6,6,5,5,6,6,6,6,6,6,6,7
1,12.288,33.28,34.419,15,7,7,6,7,6,7,6,5,7,7,6,6,7,6,7
1,23.115,92.925,95.118,19,6,6,6,7,6,7,7,6,6,6,6,5,6,6,7
1,2.842,47.799,49.343,16,5,5,5,5,6,6,6,6,5,6,4,6,5,5,7
1,3.648,23.386,24.295,15,4,6,5,6,5,6,4,5,6,6,5,5,5,5,7
1,4.184,49.424,52.283,55,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,8.907,55.834,56.416,15,6,4,6,2,5,5,7,5,5,3,3,6,2,5,7
1,1.254,25.659,26.856,18,6,1,2,4,5,4,6,6,5,4,3,7,1,4,7
1,64.993,110.472,111.028,23,6,5,6,7,6,6,6,5,5,6,6,4,5,7,7
1,2.346,13.744,14.617,18,5,6,7,5,5,4,7,6,5,7,6,6,6,5,7
1,5.771,22.656,23.531,15,7,7,7,6,6,6,7,6,6,6,6,7,7,7,7
1,3.365,37.816,38.78,34,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,5.686,32.374,34.138,15,6,6,6,7,6,6,6,6,6,5,7,7,6,6,7
1,9.446,45.686,46.92,15,6,5,7,6,4,4,6,4,6,5,5,6,6,5,7
1,11.761,71.185,71.801,21,6,7,5,7,7,7,6,7,7,7,4,7,7,7,7
1,2.897,34.345,35.626,21,6,4,5,4,5,6,4,5,4,4,4,6,5,4,7
1,118.994,152.259,153.646,19,6,5,5,4,4,5,5,4,5,6,5,4,5,6,7
1,4.072,45.585,49.758,21,6,1,3,1,1,2,3,2,2,1,1,4,1,1,7
1,30.074,92.744,94.521,17,7,6,6,6,7,6,6,7,6,5,5,6,6,6,7
1,5.873,42.334,43.207,17,6,6,4,5,5,5,3,6,5,3,4,3,5,5,7
1,4.148,45.249,46.093,21,7,6,7,7,7,7,7,6,6,6,6,6,6,7,7
1,7.012,71.444,87.13,17,7,6,6,7,7,7,7,7,6,6,6,5,7,5,7
1,1.399,70.753,71.549,81,6,6,2,5,5,6,4,6,7,3,6,6,7,6,7
1,4.399,15.383,16.238,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7
1,2.2,35.719,36.368,24,7,5,7,6,7,6,3,7,6,5,4,6,6,5,7
1,30.879,76.078,77.115,23,7,6,6,6,6,7,7,7,7,6,6,7,7,7,7
1,4.552,26.167,31.012,20,6,6,6,6,6,6,5,6,6,6,5,6,5,5,7
1,2.889,11.617,20.457,19,5,6,6,5,7,5,7,7,5,6,6,6,7,6,7
1,6.217,127.335,128.312,25,7,5,3,2,3,6,6,6,6,6,5,5,4,6,7
1,12.488,93.711,94.885,15,6,6,6,6,7,7,6,6,7,7,7,7,7,7,7
1,7.911,67.07,68.064,79,5,5,7,5,5,5,6,5,4,6,5,6,5,6,7
1,2.269,39.573,40.38,18,5,6,7,6,5,6,4,5,6,5,6,6,7,4,7
1,6.618,41.654,42.697,17,6,5,6,6,6,6,5,6,5,7,4,3,6,6,7
1,3.63,39.613,41.12,18,5,4,5,4,5,5,5,6,6,5,5,5,4,6,7
1,3.64,54.101,55.181,17,5,4,6,4,5,3,7,5,7,7,3,2,1,6,7
1,3.524,41.79,42.366,19,5,3,6,5,5,6,6,4,6,6,3,6,5,6,7
1,6.01,54.792,55.802,15,7,6,6,6,5,6,5,6,6,6,6,5,7,5,7
1,4.559,33.48,34.332,16,7,6,7,5,6,7,7,6,6,6,6,7,5,7,7
1,10.264,43.389,44.645,15,7,5,6,7,6,6,5,6,5,7,6,7,7,6,7
1,2.953,28.506,29.81,16,5,5,3,7,7,7,5,7,7,6,7,1,7,7,7
1,4.515,41.769,42.075,21,6,6,5,1,6,7,6,7,7,6,7,7,6,6,7
1,4.448,35.275,36.349,15,7,6,7,6,6,7,7,6,7,7,7,7,7,6,7
1,10.36,46.073,46.831,16,6,5,6,6,5,6,6,5,6,5,6,6,6,6,7
1,10.948,53.281,53.382,77,5,4,4,4,3,4,5,5,5,6,4,4,4,5,7
1,3.422,41.56,42.085,33,6,5,5,5,6,6,7,4,6,6,5,5,6,6,7
1,8.694,99.949,100.958,20,6,6,5,2,5,6,6,5,5,6,3,3,6,6,7
1,2.27,97.056,98.293,27,6,5,5,7,5,6,7,7,7,7,7,7,7,6,7
1,5.37,60.062,63.091,17,6,6,7,4,5,6,6,3,6,7,7,6,4,7,7
1,20.686,110.869,112.575,20,5,7,4,6,3,5,5,2,6,4,5,5,5,5,7
1,3.462,68.971,69.63,57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,5.734,27.829,28.518,15,7,7,3,4,5,7,4,6,4,5,7,6,7,4,7
1,4.744,48.174,48.645,18,6,6,6,7,5,7,7,5,6,7,7,5,6,7,7
1,3.601,45.942,46.793,18,6,5,5,5,5,7,7,7,5,7,6,6,6,6,7
1,8.442,87.795,90.225,19,7,7,7,7,5,7,7,5,7,7,4,7,7,7,7
1,0.917,31.854,33.471,21,7,5,6,6,6,6,6,5,5,5,7,6,7,6,7
1,4.872,58.3,59.118,18,7,7,5,5,6,6,6,5,5,6,5,6,7,6,7
1,6.987,68.944,69.923,36,6,5,5,5,4,7,7,4,5,6,6,5,6,6,7
1,19.28,72.076,73.542,16,7,5,7,7,5,5,7,4,6,6,6,6,5,6,7
1,7.788,62.873,64.083,20,6,4,2,5,1,4,5,2,5,6,5,6,7,4,7
1,3.283,64.87,65.47,62,6,2,4,6,5,5,5,4,5,6,5,5,5,5,7
1,2.397,62.561,63.327,18,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,22.664,69.216,69.918,53,7,7,6,6,7,7,7,6,7,6,7,6,7,6,7
1,7.496,46.249,48.973,24,5,4,5,5,5,5,5,5,4,5,5,3,5,5,7
1,2.955,55.476,56.466,18,6,5,5,5,5,7,6,5,6,4,5,5,6,4,1
1,2.483,25.918,26.551,21,5,2,4,2,3,3,3,3,2,3,3,4,2,3,7
1,2.657,34.002,34.823,18,6,7,6,5,6,6,6,6,5,6,6,6,5,7,7
1,3.021,45.892,47.299,71,6,6,7,6,6,7,6,6,6,6,6,7,4,7,7
1,1.923,41.786,44.851,16,5,6,4,6,4,5,5,4,6,6,4,4,4,5,7
1,8.135,47.583,48.571,30,7,5,2,4,4,7,7,3,6,4,7,5,4,6,7
1,2.543,32.776,33.404,19,6,2,6,6,6,7,6,5,7,7,7,7,6,6,7
1,5.637,32.969,41.074,20,6,6,6,6,6,6,6,7,6,6,7,6,7,6,7
1,7.729,44.147,49.845,15,7,7,7,7,7,7,7,6,7,7,7,7,4,7,7
1,11.076,67.35,78.901,17,5,5,5,7,3,5,5,6,5,5,6,5,5,5,7
1,11.846,29.841,31.568,16,6,6,6,6,6,6,5,6,6,6,6,2,7,6,7
1,3.697,36.234,36.64,47,6,6,6,6,6,6,5,6,7,6,6,7,6,6,7
1,5.218,45.938,47.957,17,6,7,6,6,7,7,7,7,6,6,7,6,7,6,7
1,10.372,56.721,58.469,18,6,6,4,6,5,7,7,4,5,3,4,6,7,5,7
1,7.275,61.409,62.072,17,6,5,6,5,4,5,5,7,5,6,5,6,6,5,7
1,14.551,149.628,150.95,15,5,4,6,5,4,6,5,5,5,5,6,6,7,4,7
1,14.726,53.769,54.825,16,7,3,5,5,3,4,5,4,4,5,4,5,4,6,7
1,14.912,59.689,61.131,20,5,4,6,6,4,5,5,5,5,7,5,6,6,5,7
1,11.29,46.243,47.052,15,7,2,3,6,2,1,7,2,3,7,2,6,2,5,7
1,6.726,129.686,131.476,17,6,5,6,6,5,6,4,5,7,6,6,5,6,5,7
1,12.265,80.778,105.844,15,5,5,5,7,5,5,6,4,6,6,6,5,7,6,7
1,7.192,54.803,55.83,44,4,2,5,6,5,5,4,5,4,6,2,3,3,3,7
1,6.744,74.979,76.053,17,5,4,4,3,3,6,6,4,4,4,4,5,5,4,7
1,74.887,103.903,104.778,16,7,6,7,5,7,7,7,5,6,7,5,6,5,7,7
1,2.873,21.545,394.556,17,5,5,5,5,5,6,4,5,5,3,4,4,4,6,7
1,5.05,18.407,19.007,18,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,6.709,33.855,34.709,19,7,7,5,7,6,6,7,5,7,6,6,5,7,6,7
1,3.253,45.97,48.024,23,4,4,3,4,3,4,4,4,4,5,4,4,5,4,7
1,9.637,53.374,54.746,21,7,5,6,5,5,6,6,5,5,7,5,3,6,6,7
1,8.193,53.653,54.307,18,6,5,7,7,5,5,7,5,7,5,6,7,6,6,7
1,2.461,21.564,23.357,15,6,5,6,7,6,6,6,7,7,7,6,6,6,6,7
1,3.488,43.976,44.366,60,6,6,7,4,6,7,6,6,6,6,6,7,6,6,7
1,10.377,43.482,44.19,15,7,6,6,7,6,6,7,5,6,7,7,7,6,7,7
1,4.757,58.742,60.103,20,5,4,1,1,5,5,7,5,4,7,1,5,1,5,7
1,5.971,60.749,61.431,15,6,7,5,5,2,3,6,2,6,3,2,5,6,6,7
1,4.953,36.095,36.837,15,7,6,4,4,5,5,7,5,4,5,6,6,5,5,7
1,4.97,70.643,71.579,15,6,6,6,5,6,5,6,3,5,6,5,5,5,5,7
1,5.475,21.748,22.825,21,6,6,6,7,6,6,7,7,7,6,6,6,7,6,7
1,8.236,87.259,88.755,20,6,6,2,4,4,5,5,6,6,6,4,7,6,5,7
1,2.851,13.344,16.02,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,3.221,35.574,37.347,15,6,6,6,7,5,6,6,6,6,6,6,6,6,6,7
1,13.254,75.31,76.076,17,5,5,5,5,3,5,6,5,3,4,6,5,6,5,7
1,3.574,63.716,66.772,32,5,4,3,3,5,4,4,5,4,7,3,4,3,5,7
1,8.82,67.809,68.888,15,6,6,6,4,6,5,5,3,5,6,4,7,7,6,7
1,111.096,188.127,189.409,18,5,3,2,3,3,5,5,3,6,6,5,6,5,5,7
1,8.028,55.116,56.221,15,6,3,6,5,4,6,6,6,6,6,5,4,6,5,7
1,4.28,61.498,63.167,15,6,5,6,5,6,6,5,5,5,7,6,5,6,6,7
1,9.486,49.718,50.478,15,5,6,6,4,6,5,6,5,5,5,5,6,7,5,7
1,7.128,30.908,31.776,16,6,5,5,5,2,5,5,5,5,5,4,6,5,5,7
1,12.228,47.588,47.899,16,5,6,6,4,6,6,6,6,5,7,4,5,5,6,7
1,4.201,38.237,38.964,15,6,6,5,7,5,6,6,5,6,6,6,5,7,5,7
1,13.766,48.592,50.413,15,7,6,6,5,6,5,6,5,6,6,4,7,6,6,7
1,5.924,52.069,53.936,15,6,7,6,5,7,6,6,6,7,7,6,6,7,6,7
1,6.74,38.978,39.937,23,6,6,6,6,5,6,7,6,6,7,6,6,7,6,7
1,6.205,52.26,54.186,16,7,7,5,7,5,6,6,5,6,5,5,5,6,6,7
1,8.601,42.306,43.146,15,6,7,6,6,6,7,6,5,7,7,5,5,6,7,7
1,16.237,25.245,25.868,19,3,2,4,1,6,4,3,5,7,5,3,5,6,1,7
1,8.743,61.093,63.453,16,2,1,1,1,5,5,1,1,1,5,1,5,1,2,7
1,3.354,66.666,67.369,20,6,5,3,7,5,7,7,7,7,7,7,5,7,7,7
1,12.068,56.413,57.634,15,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7
1,590.867,603.163,603.865,16,4,5,6,5,6,2,6,5,5,4,3,6,2,6,7
1,5.516,77.336,77.962,17,6,2,4,3,4,5,4,3,5,5,3,2,3,3,7
1,7.029,37.285,37.952,18,7,6,5,4,5,6,5,7,5,3,4,6,7,5,7
1,4.461,24.264,25.038,15,6,7,6,6,6,7,6,6,6,7,7,7,6,7,7
1,3.329,24.084,24.904,25,7,6,7,7,6,6,6,6,6,7,6,6,7,6,7
1,7.626,45.281,47.094,16,6,7,5,6,5,7,6,7,7,5,5,5,5,5,7
1,14.277,58.129,59.418,20,6,6,6,7,5,6,5,6,5,6,6,6,7,5,7
1,7.69,33.633,37.519,23,6,3,5,5,4,5,5,6,5,5,3,4,5,5,7
1,2.052,16.069,18.99,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7
1,7.643,45.243,52.839,19,6,4,6,6,4,5,4,5,5,7,4,5,6,5,7
1,12.415,168.574,169.726,15,5,4,4,5,4,4,6,6,5,5,5,5,5,6,7
1,10.163,70.765,72.255,19,6,6,4,5,5,5,6,5,4,5,6,4,5,5,7
1,5.56,33.422,34.324,16,6,4,5,5,5,5,4,5,3,6,6,6,6,5,7
1,19.492,89.124,90.954,20,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7
1,5.229,48.85,49.384,16,6,6,6,6,6,7,6,7,6,6,6,6,7,6,7
1,3.053,41.357,43.337,21,6,6,6,6,6,6,6,5,5,6,5,6,6,6,7
1,24.989,121.602,122.595,15,7,3,5,5,6,7,7,3,7,7,4,5,7,6,7
1,3.493,16.928,17.892,26,4,6,4,6,6,6,5,5,5,7,3,6,5,5,7
1,24.108,55.275,55.99,18,7,6,7,4,7,7,7,6,7,7,6,6,7,6,7
1,6.853,35.755,36.661,15,6,6,6,4,6,7,7,6,6,6,5,6,5,6,7
1,8.087,32.799,33.772,15,6,3,4,6,4,6,2,4,4,5,5,5,4,3,7
1,2.484,45.081,50.849,18,5,7,5,5,3,4,6,5,5,7,5,5,6,6,7
1,3.014,32.815,33.555,16,7,7,5,6,3,6,6,6,6,6,5,6,7,6,7
1,2.54,124.974,127.3,21,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,106.343,141.962,142.6,21,7,6,3,5,5,6,6,4,6,7,6,6,5,6,7
1,10.985,63.073,64.439,17,6,6,6,6,5,6,6,5,6,6,5,5,5,5,7
1,7.784,57.426,58.764,18,7,5,6,7,4,7,7,7,6,4,7,7,6,6,7
1,3.272,32.951,33.412,17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,3.043,15.207,19.078,16,5,4,5,3,5,4,5,5,4,3,5,4,5,4,7
1,4.103,36.249,38.858,16,7,5,7,7,7,7,7,6,7,6,7,6,6,7,7
1,10.13,46.395,47.179,16,5,5,3,5,5,5,5,5,5,4,3,4,4,6,7
1,2.106,14.118,15.634,20,4,4,4,3,3,6,5,5,3,2,4,5,5,6,5
1,6.253,50.665,51.751,16,6,6,6,6,6,6,6,5,5,5,6,7,7,6,7
1,2.884,13.924,16.418,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7
1,2.722,20.578,21.599,19,5,5,4,6,4,5,4,5,6,4,5,5,4,4,4
1,5.303,124.783,126.289,19,5,4,4,5,5,4,4,6,5,5,4,5,4,4,7
1,4.18,61.512,62.174,21,6,6,7,5,6,6,7,7,6,7,6,7,7,7,7
1,5.457,54.124,54.752,16,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7
1,13.94,101.566,103.041,20,6,3,5,3,4,4,5,3,4,6,3,4,6,5,7
1,3.441,39.79,40.928,17,5,5,4,5,5,5,5,5,4,6,5,5,4,5,7
1,4.336,36.876,37.724,34,7,7,6,7,7,7,7,4,7,7,6,7,6,7,7
1,4.7,35.832,36.406,19,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7
1,6.551,106.381,108.745,18,6,2,6,3,5,6,7,2,5,5,5,6,4,7,7
1,1.577,53.468,54.445,19,6,6,5,6,6,5,6,6,5,5,5,6,6,6,7
1,27.501,927.873,929.017,15,6,6,4,6,6,6,6,7,6,5,6,6,6,6,7
1,2.517,26.909,28.42,15,7,6,6,7,6,7,7,5,7,7,6,5,6,6,7
1,18.582,125.887,127.133,16,5,6,6,6,6,7,7,7,7,7,7,3,7,7,7
1,0.793,7.193,7.914,16,3,2,5,4,5,3,2,5,5,5,5,3,6,3,4
